48
1
17
8
9
17
57
38
2
21
14
1
13
20
13
23
31
1
9
10
9
41
18
9
12
26
12
36
4
34
4
8
11
36
14
47
39
56
48
47
1
27
7
11
2
35
9
3
18
31
