3,6,9
12,24,21
16,4,29
5,35,3
6,46,35
1,3,21
13,3,27
8,54,13
3,35,16
15,5,11
3,17,7
4,21,15
14,10,9
9,20,15
2,11,21
15,10,34
6,45,18
15,15,37
4,36,17
14,26,11
14,42,15
8,11,46
4,30,24
2,16,2
7,15,26
4,30,48
14,22,21
1,9,6
8,4,34
5,24,17
2,16,10
14,24,16
9,4,7
4,24,1
7,1,8
